name,status,detail,size_orig,size_compiled,first_diff_offset
quest_b1_05.bin,OK_ROUNDTRIP,,3389,3389,
quest_b1_05_patrol.bin,LIFT_ERROR,JumpB target 0x2e7 not in current body,25877,0,
quest_b1_05_patrol_group.bin,LIFT_ERROR,JumpB target 0x266 not in current body,22903,0,
quest_b1_05_rat.bin,LIFT_ERROR,JumpB target 0x206 not in current body,13586,0,
quest_b1_05_spi4ka.bin,OK_ROUNDTRIP,,14172,14172,
quest_b1_05_woman.bin,OK_ROUNDTRIP,,421,421,
quest_b2_01.bin,OK_ROUNDTRIP,,2478,2478,
quest_b2_01_MladVlad.bin,OK_ROUNDTRIP,,12399,12399,
quest_b2_01_box.bin,OK_ROUNDTRIP,,2459,2459,
quest_b2_02.bin,OK_ROUNDTRIP,,1987,1987,
quest_b2_02_bride.bin,OK_ROUNDTRIP,,11385,11385,
quest_b2_02_bride2.bin,OK_ROUNDTRIP,,2138,2138,
quest_b2_02_gatherer.bin,OK_ROUNDTRIP,,12074,12074,
quest_b2_03.bin,LIFT_ERROR,task-var index 0 >= task-var count 0,2993,0,
quest_b2_03_maria.bin,OK_ROUNDTRIP,,15370,15370,
quest_b2_03_petr.bin,OK_ROUNDTRIP,,11168,11168,
quest_b3_01.bin,OK_ROUNDTRIP,,1336,1336,
quest_b3_01_butcher.bin,OK_ROUNDTRIP,,12343,12343,
quest_b3_02.bin,OK_ROUNDTRIP,,4444,4444,
quest_b3_02_grabitel1.bin,LIFT_ERROR,JumpB target 0x14a not in current body,29624,0,
quest_b3_02_grabitel2.bin,LIFT_ERROR,JumpB target 0x14a not in current body,23438,0,
quest_b3_04.bin,OK_ROUNDTRIP,,1798,1798,
quest_b3_04_gpatrol.bin,LIFT_ERROR,JumpB target 0x119 not in current body,17758,0,
quest_b4_01.bin,OK_ROUNDTRIP,,6154,6154,
quest_b4_01_agony.bin,BIN_MISMATCH,,4240,4240,0x807
quest_b4_01_fcorpse.bin,OK_ROUNDTRIP,,1219,1219,
quest_b4_01_fpatrol.bin,LIFT_ERROR,JumpB target 0x6a not in current body,19029,0,
quest_b4_01_patrol.bin,LIFT_ERROR,JumpB target 0xab not in current body,15798,0,
quest_b4_01_rubin.bin,OK_ROUNDTRIP,,13018,13018,
quest_b4_01_teleport.bin,LIFT_ERROR,JumpB target 0x35 not in current body,3498,0,
quest_b4_02.bin,OK_ROUNDTRIP,,3922,3922,
quest_b4_02_boy.bin,LIFT_ERROR,JumpB target 0x327 not in current body,25157,0,
quest_b4_02_grabitel.bin,LIFT_ERROR,JumpB target 0x16f not in current body,23459,0,
quest_b5_01.bin,OK_ROUNDTRIP,,5463,5463,
quest_b5_01_butcher.bin,LIFT_ERROR,JumpB target 0x3be not in current body,25951,0,
quest_b5_01_gwife.bin,LIFT_ERROR,unstructured Jump at 0x2a2 -> 0x2b6,14754,0,
quest_b5_01_vera1.bin,OK_ROUNDTRIP,,13967,13967,
quest_b5_01_vera2.bin,LIFT_ERROR,unstructured Jump at 0x2cc -> 0x2e0,16353,0,
quest_b5_02.bin,OK_ROUNDTRIP,,2199,2199,
quest_b5_02_prorok.bin,OK_ROUNDTRIP,,9798,9798,
quest_b6_01.bin,OK_ROUNDTRIP,,5805,5805,
quest_b6_01_bull.bin,BIN_MISMATCH,,2418,2418,0x33b
quest_b6_01_butcher.bin,OK_ROUNDTRIP,,3039,3039,
quest_b6_01_cutscene.bin,OK_ROUNDTRIP,,2313,2313,
quest_b6_01_klara.bin,OK_ROUNDTRIP,,16579,16579,
quest_b6_01_mat.bin,BIN_MISMATCH,,20267,20260,0x937
quest_b6_01_morlok.bin,BIN_MISMATCH,,11808,11845,0x610
quest_b6_01_morlok1.bin,BIN_MISMATCH,,11925,11962,0x604
quest_b6_02.bin,OK_ROUNDTRIP,,3378,3378,
quest_b6_02_klara.bin,OK_ROUNDTRIP,,16117,16117,
quest_b6_02_prorok.bin,OK_ROUNDTRIP,,8270,8270,
quest_b6_03.bin,BIN_MISMATCH,,4332,4333,0x832
quest_b6_03_bomber.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t1::init"")""",22040,0,
quest_b6_03_diary.bin,OK_ROUNDTRIP,,2328,2328,
quest_b7_01.bin,OK_ROUNDTRIP,,5272,5272,
quest_b7_01_gorbun_mwastedmale.bin,OK_ROUNDTRIP,,10201,10201,
quest_b7_01_gorbun_wastedmale.bin,OK_ROUNDTRIP,,5682,5682,
quest_b7_01_prison_patrol1.bin,OK_ROUNDTRIP,,9226,9226,
quest_b7_01_prison_patrol2.bin,OK_ROUNDTRIP,,5851,5851,
quest_b7_01_prisoner.bin,OK_ROUNDTRIP,,795,795,
quest_b7_01_sobor_birdmask.bin,OK_ROUNDTRIP,,5839,5839,
quest_b7_01_sobor_mbirdmask.bin,OK_ROUNDTRIP,,9187,9187,
quest_b7_01_sobor_patrol.bin,OK_ROUNDTRIP,,6073,6073,
quest_b7_02.bin,OK_ROUNDTRIP,,3195,3195,
quest_b7_02_grabitel.bin,LIFT_ERROR,JumpB target 0x14a not in current body,22069,0,
quest_b7_02_mmorlok.bin,OK_ROUNDTRIP,,8442,8442,
quest_b7_02_morlok.bin,OK_ROUNDTRIP,,8442,8442,
quest_b7_03.bin,OK_ROUNDTRIP,,1631,1631,
quest_b7_03_birdmask.bin,OK_ROUNDTRIP,,9251,9251,
quest_b8_01.bin,OK_ROUNDTRIP,,2425,2425,
quest_b8_01_klara.bin,OK_ROUNDTRIP,,13196,13196,
quest_b8_02.bin,OK_ROUNDTRIP,,3488,3488,
quest_b8_02_book.bin,OK_ROUNDTRIP,,2326,2326,
quest_b8_02_grabitel.bin,LIFT_ERROR,JumpB target 0x14a not in current body,31289,0,
quest_b9_01.bin,OK_ROUNDTRIP,,4399,4399,
quest_b9_01_danko.bin,OK_ROUNDTRIP,,13654,13654,
quest_b9_01_doberman.bin,OK_ROUNDTRIP,,9487,9487,
quest_b9_01_doberman1.bin,LIFT_ERROR,JumpB target 0x31e not in current body,27460,0,
quest_b9_01_doberman2.bin,LIFT_ERROR,JumpB target 0x186 not in current body,21708,0,
quest_b9_01_effect.bin,OK_ROUNDTRIP,,1100,1100,
quest_b9_03.bin,OK_ROUNDTRIP,,8079,8079,
quest_b9_03_aglaja.bin,OK_ROUNDTRIP,,9319,9319,
quest_b9_03_doberman.bin,LIFT_ERROR,JumpB target 0x2ef not in current body,27128,0,
quest_b9_03_enemy.bin,LIFT_ERROR,JumpB target 0x28b not in current body,35782,0,
quest_b9_03_enemy_knife.bin,LIFT_ERROR,JumpB target 0x28b not in current body,35782,0,
quest_b9_03_follower.bin,LIFT_ERROR,unstructured Jump at 0x3eb -> 0x3ed,38382,0,
quest_b9_03_girl.bin,OK_ROUNDTRIP,,8918,8918,
quest_b9_03_spi4ka.bin,OK_ROUNDTRIP,,11074,11074,
quest_d10_01.bin,OK_ROUNDTRIP,,3628,3628,
quest_d10_01_blueprint.bin,OK_ROUNDTRIP,,2334,2334,
quest_d10_01_fire.bin,OK_ROUNDTRIP,,1618,1618,
quest_d10_01_msoldier.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t3::init"")""",28137,0,
quest_d10_01_petr.bin,OK_ROUNDTRIP,,17896,17896,
quest_d10_01_soldier.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t1::init"")""",20367,0,
quest_d10_02.bin,OK_ROUNDTRIP,,1526,1526,
quest_d10_03.bin,OK_ROUNDTRIP,,4643,4643,
quest_d10_03_alkash.bin,OK_ROUNDTRIP,,7716,7716,
quest_d10_03_dohodyaga.bin,OK_ROUNDTRIP,,7716,7716,
quest_d10_03_morlok.bin,OK_ROUNDTRIP,,6720,6720,
quest_d10_03_salesman.bin,OK_ROUNDTRIP,,8744,8744,
quest_d10_03_unosha.bin,OK_ROUNDTRIP,,7716,7716,
quest_d10_03_worker.bin,OK_ROUNDTRIP,,7716,7716,
quest_d11_01.bin,BIN_MISMATCH,,7226,7286,0x620
quest_d11_01_dog.bin,LIFT_ERROR,JumpB target 0xab not in current body,15798,0,
quest_d11_01_girl.bin,OK_ROUNDTRIP,,9643,9643,
quest_d11_01_guard.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t5::init"")""",20128,0,
quest_d11_01_msoldier.bin,LIFT_ERROR,JumpB target 0x301 not in current body,25737,0,
quest_d11_01_soldier.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t7::init"")""",22220,0,
quest_d11_01_teleport.bin,LIFT_ERROR,subblock unbalanced stack: depth 9 -> 10,2117,0,
quest_d11_02.bin,LIFT_ERROR,JumpB target 0xc1 not in current body,4754,0,
quest_d11_02_littleboy.bin,OK_ROUNDTRIP,,10002,10002,
quest_d11_02_littlegirl.bin,OK_ROUNDTRIP,,10583,10583,
quest_d11_02_soldier.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t0::init"")""",23945,0,
quest_d11_02_victim1.bin,OK_ROUNDTRIP,,5128,5128,
quest_d11_02_victim2.bin,OK_ROUNDTRIP,,5128,5128,
quest_d11_02_victim3.bin,OK_ROUNDTRIP,,5466,5466,
quest_d11_02_victim4.bin,OK_ROUNDTRIP,,5350,5350,
quest_d11_03.bin,OK_ROUNDTRIP,,984,984,
quest_d11_03_burah.bin,OK_ROUNDTRIP,,13504,13504,
quest_d11_04.bin,OK_ROUNDTRIP,,984,984,
quest_d11_04_klara.bin,OK_ROUNDTRIP,,17468,17468,
quest_d11_05.bin,OK_ROUNDTRIP,,4623,4623,
quest_d11_05_citizen.bin,LIFT_ERROR,JumpB target 0x1b5 not in current body,18277,0,
quest_d11_05_doberman.bin,OK_ROUNDTRIP,,6281,6281,
quest_d11_05_grabitel.bin,LIFT_ERROR,JumpB target 0x293 not in current body,22016,0,
quest_d11_05_mladvlad.bin,OK_ROUNDTRIP,,4268,4268,
quest_d11_06.bin,OK_ROUNDTRIP,,3095,3095,
quest_d11_06_maria.bin,OK_ROUNDTRIP,,4268,4268,
quest_d11_06_wastedgirl.bin,OK_ROUNDTRIP,,2339,2339,
quest_d11_06_wastedmale.bin,OK_ROUNDTRIP,,2339,2339,
quest_d11_klara.bin,OK_ROUNDTRIP,,17499,17499,
quest_d12_01.bin,OK_ROUNDTRIP,,15660,15660,
quest_d12_01_aglaja.bin,OK_ROUNDTRIP,,8492,8492,
quest_d12_01_birdmask.bin,OK_ROUNDTRIP,,8318,8318,
quest_d12_01_birdmask_s.bin,OK_ROUNDTRIP,,13652,13652,
quest_d12_01_birdmask_t.bin,OK_ROUNDTRIP,,11717,11717,
quest_d12_01_block.bin,OK_ROUNDTRIP,,11544,11544,
quest_d12_01_burah.bin,OK_ROUNDTRIP,,9571,9571,
quest_d12_01_burah_factory.bin,OK_ROUNDTRIP,,13895,13895,
quest_d12_01_hidden_room_cutscene.bin,OK_ROUNDTRIP,,1821,1821,
quest_d12_01_klara.bin,OK_ROUNDTRIP,,9571,9571,
quest_d12_01_klara_t2.bin,OK_ROUNDTRIP,,18139,18139,
quest_d12_01_littleboy.bin,OK_ROUNDTRIP,,12509,12509,
quest_d12_01_littlegirl.bin,OK_ROUNDTRIP,,10081,10081,
quest_d12_01_maria.bin,OK_ROUNDTRIP,,7921,7921,
quest_d12_01_sobor_cutscene.bin,BIN_MISMATCH,,3123,3135,0x40b
quest_d12_01_tbirdmask.bin,OK_ROUNDTRIP,,9435,9435,
quest_d12_01_theater_cutscene.bin,OK_ROUNDTRIP,,1809,1809,
quest_d12_01_twhitemask.bin,OK_ROUNDTRIP,,10331,10331,
quest_d1_01.bin,OK_ROUNDTRIP,,4487,4487,
quest_d1_01_birdmask.bin,OK_ROUNDTRIP,,6753,6753,
quest_d1_01_corpse.bin,OK_ROUNDTRIP,,901,901,
quest_d1_01_morlok.bin,LIFT_ERROR,JumpB target 0x206 not in current body,21478,0,
quest_d1_01_morlok_run.bin,LIFT_ERROR,JumpB target 0x1d4 not in current body,19801,0,
quest_d1_01_patrol.bin,OK_ROUNDTRIP,,10359,10359,
quest_d1_01_rubin.bin,OK_ROUNDTRIP,,13840,13840,
quest_d1_01_trigger.bin,OK_ROUNDTRIP,,3203,3203,
quest_d1_01_whitemask.bin,OK_ROUNDTRIP,,6299,6299,
quest_d1_01_worker.bin,LIFT_ERROR,JumpB target 0x24b not in current body,22100,0,
quest_d1_02.bin,OK_ROUNDTRIP,,2206,2206,
quest_d1_02_gorbun.bin,OK_ROUNDTRIP,,12665,12665,
quest_d1_02_salesman.bin,OK_ROUNDTRIP,,8731,8731,
quest_d1_03.bin,OK_ROUNDTRIP,,3248,3248,
quest_d1_03_butcher.bin,LIFT_ERROR,JumpB target 0x19a not in current body,20081,0,
quest_d1_04.bin,OK_ROUNDTRIP,,1746,1746,
quest_d1_04_doberman1.bin,LIFT_ERROR,JumpB target 0x683 not in current body,35706,0,
quest_d1_04_doberman2.bin,LIFT_ERROR,JumpB target 0x67e not in current body,35653,0,
quest_d1_04_powder.bin,OK_ROUNDTRIP,,2834,2834,
quest_d1_04_scene.bin,LIFT_ERROR,JumpB target 0x1d0 not in current body,6451,0,
quest_d2_01.bin,OK_ROUNDTRIP,,2133,2133,
quest_d2_01_woman.bin,OK_ROUNDTRIP,,8770,8770,
quest_d2_01_zombie_woman.bin,LIFT_ERROR,JumpB target 0x3ed not in current body,17555,0,
quest_d2_02.bin,BIN_MISMATCH,,4599,4563,0x43a
quest_d2_02_driver.bin,OK_ROUNDTRIP,,2373,2373,
quest_d2_02_mpatrol.bin,LIFT_ERROR,JumpB target 0x168 not in current body,22694,0,
quest_d2_02_patrol1.bin,LIFT_ERROR,JumpB target 0x15f not in current body,23968,0,
quest_d2_02_patrol2.bin,LIFT_ERROR,JumpB target 0x15f not in current body,23968,0,
quest_d2_03.bin,OK_ROUNDTRIP,,2428,2428,
quest_d2_03_birdmask.bin,OK_ROUNDTRIP,,8439,8439,
quest_d3_01.bin,OK_ROUNDTRIP,,4625,4625,
quest_d3_01_cpatrol.bin,LIFT_ERROR,JumpB target 0x194 not in current body,23390,0,
quest_d3_01_gfire.bin,OK_ROUNDTRIP,,2226,2226,
quest_d3_01_gpatrol.bin,LIFT_ERROR,JumpB target 0x291 not in current body,24709,0,
quest_d3_01_patrol.bin,LIFT_ERROR,JumpB target 0x1e0 not in current body,23215,0,
quest_d3_01_teleport.bin,LIFT_ERROR,subblock unbalanced stack: depth 9 -> 10,920,0,
quest_d3_02.bin,OK_ROUNDTRIP,,4205,4205,
quest_d3_02_btrigger.bin,OK_ROUNDTRIP,,948,948,
quest_d3_02_butcher.bin,LIFT_ERROR,JumpB target 0x1b8 not in current body,18721,0,
quest_d3_02_doberman.bin,OK_ROUNDTRIP,,7406,7406,
quest_d3_03.bin,OK_ROUNDTRIP,,1922,1922,
quest_d3_03_boy.bin,LIFT_ERROR,unstructured Jump at 0x2e6 -> 0x2fa,17528,0,
quest_d3_klara.bin,OK_ROUNDTRIP,,7209,7209,
quest_d4_01.bin,OK_ROUNDTRIP,,3548,3548,
quest_d4_01_birdmask.bin,OK_ROUNDTRIP,,7647,7647,
quest_d4_01_kactor1.bin,LIFT_ERROR,JumpB target 0x66 not in current body,16004,0,
quest_d4_01_kactor2.bin,LIFT_ERROR,JumpB target 0x66 not in current body,15395,0,
quest_d4_01_sobor_guard.bin,OK_ROUNDTRIP,,8538,8538,
quest_d4_01_theater_guard.bin,OK_ROUNDTRIP,,8475,8475,
quest_d4_01_wastedwoman.bin,OK_ROUNDTRIP,,8009,8009,
quest_d4_02.bin,OK_ROUNDTRIP,,3958,3958,
quest_d4_02_birdmask.bin,OK_ROUNDTRIP,,11077,11077,
quest_d4_02_survival.bin,OK_ROUNDTRIP,,408,408,
quest_d4_03.bin,OK_ROUNDTRIP,,3196,3196,
quest_d4_03_grabitel.bin,LIFT_ERROR,JumpB target 0x118 not in current body,19115,0,
quest_d5_01.bin,OK_ROUNDTRIP,,8546,8546,
quest_d5_01_burah.bin,OK_ROUNDTRIP,,10914,10914,
quest_d5_01_corpse.bin,OK_ROUNDTRIP,,961,961,
quest_d5_01_cutscene.bin,OK_ROUNDTRIP,,2355,2355,
quest_d5_01_girl_corpse.bin,OK_ROUNDTRIP,,2164,2164,
quest_d5_01_mpatrol.bin,LIFT_ERROR,JumpB target 0x20d not in current body,23763,0,
quest_d5_01_patrol.bin,LIFT_ERROR,JumpB target 0x158 not in current body,20682,0,
quest_d5_01_patrol_cs.bin,LIFT_ERROR,JumpB target 0x9e not in current body,16713,0,
quest_d5_01_sobor_guard1.bin,OK_ROUNDTRIP,,6565,6565,
quest_d5_01_sobor_guard2.bin,OK_ROUNDTRIP,,6734,6734,
quest_d5_01_sobor_guard3.bin,OK_ROUNDTRIP,,6565,6565,
quest_d5_01_theater_guard.bin,OK_ROUNDTRIP,,8764,8764,
quest_d5_02.bin,OK_ROUNDTRIP,,2480,2480,
quest_d5_02_girl.bin,OK_ROUNDTRIP,,10718,10718,
quest_d5_02_gorbun.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t2::init"")""",20053,0,
quest_d5_03.bin,OK_ROUNDTRIP,,3728,3728,
quest_d5_03_alkash.bin,OK_ROUNDTRIP,,6910,6910,
quest_d5_03_birdmask.bin,OK_ROUNDTRIP,,13296,13296,
quest_d5_03_cutscene.bin,OK_ROUNDTRIP,,2212,2212,
quest_d5_03_unosha.bin,OK_ROUNDTRIP,,6910,6910,
quest_d5_03_wastedmale.bin,OK_ROUNDTRIP,,6910,6910,
quest_d5_03_worker.bin,OK_ROUNDTRIP,,6910,6910,
quest_d6_01.bin,OK_ROUNDTRIP,,2486,2486,
quest_d6_01_boy.bin,OK_ROUNDTRIP,,7240,7240,
quest_d6_01_girl.bin,OK_ROUNDTRIP,,7242,7242,
quest_d6_01_klara.bin,OK_ROUNDTRIP,,21966,21966,
quest_d6_01_littleboy.bin,OK_ROUNDTRIP,,6639,6639,
quest_d6_01_littlegirl.bin,OK_ROUNDTRIP,,7411,7411,
quest_d6_01_unosha.bin,OK_ROUNDTRIP,,7332,7332,
quest_d6_01_wasted_male.bin,OK_ROUNDTRIP,,7466,7466,
quest_d6_01_wasted_woman.bin,OK_ROUNDTRIP,,7362,7362,
quest_d6_01_woman.bin,OK_ROUNDTRIP,,6853,6853,
quest_d6_01_worker.bin,OK_ROUNDTRIP,,7077,7077,
quest_d6_02.bin,OK_ROUNDTRIP,,3201,3201,
quest_d6_02_bomber.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t1::init"")""",20736,0,
quest_d6_02_gorbun.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t1::init"")""",20957,0,
quest_d6_03.bin,OK_ROUNDTRIP,,2674,2674,
quest_d6_03_albinos.bin,LIFT_ERROR,unstructured Jump at 0x24c -> 0x260,16803,0,
quest_d7_01.bin,OK_ROUNDTRIP,,3339,3339,
quest_d7_01_birdmask1.bin,BIN_MISMATCH,,11232,11225,0x644
quest_d7_01_birdmask2.bin,BIN_MISMATCH,,11415,11408,0x542
quest_d7_01_birdmask3.bin,BIN_MISMATCH,,11155,11148,0x62c
quest_d7_01_cutscene.bin,OK_ROUNDTRIP,,1695,1695,
quest_d7_02.bin,OK_ROUNDTRIP,,1378,1378,
quest_d7_02_corpse.bin,OK_ROUNDTRIP,,2274,2274,
quest_d7_03.bin,OK_ROUNDTRIP,,1808,1808,
quest_d7_03_aglaja.bin,OK_ROUNDTRIP,,14513,14513,
quest_d7_03_maria.bin,OK_ROUNDTRIP,,7621,7621,
quest_d7_04.bin,OK_ROUNDTRIP,,3895,3895,
quest_d7_04_andrei.bin,OK_ROUNDTRIP,,10004,10004,
quest_d7_04_enemy.bin,LIFT_ERROR,JumpB target 0x280 not in current body,33953,0,
quest_d7_04_nudegirl.bin,OK_ROUNDTRIP,,3010,3010,
quest_d7_04_wastedmale.bin,OK_ROUNDTRIP,,11555,11555,
quest_d8_01.bin,OK_ROUNDTRIP,,3906,3906,
quest_d8_01_burah.bin,OK_ROUNDTRIP,,12810,12810,
quest_d8_01_cutscene.bin,BIN_MISMATCH,,4127,4133,0x4d0
quest_d8_02.bin,OK_ROUNDTRIP,,2240,2240,
quest_d8_02_doberman.bin,OK_ROUNDTRIP,,11096,11096,
quest_d8_03.bin,OK_ROUNDTRIP,,1579,1579,
quest_d8_03_burah.bin,OK_ROUNDTRIP,,20203,20203,
quest_d8_04.bin,OK_ROUNDTRIP,,2335,2335,
quest_d8_04_morlok.bin,LIFT_ERROR,JumpB target 0x2c6 not in current body,24482,0,
quest_d9_01.bin,OK_ROUNDTRIP,,3125,3125,
quest_d9_01_doberman.bin,OK_ROUNDTRIP,,6960,6960,
quest_d9_01_sanitar.bin,LIFT_ERROR,unstructured Jump at 0xa0 -> 0x7d,18546,0,
quest_d9_01_wagon.bin,OK_ROUNDTRIP,,1896,1896,
quest_d9_02.bin,OK_ROUNDTRIP,,2446,2446,
quest_d9_02_enemy.bin,LIFT_ERROR,JumpB target 0x280 not in current body,34434,0,
quest_d9_02_enemy_rifle.bin,LIFT_ERROR,JumpB target 0x280 not in current body,34395,0,
quest_d9_05.bin,OK_ROUNDTRIP,,1521,1521,
quest_d9_05_burah.bin,OK_ROUNDTRIP,,12546,12546,
quest_k10_01.bin,OK_ROUNDTRIP,,6477,6477,
quest_k10_01_burah.bin,OK_ROUNDTRIP,,11647,11647,
quest_k10_01_danko.bin,OK_ROUNDTRIP,,12583,12583,
quest_k10_01_prophet.bin,OK_ROUNDTRIP,,7255,7255,
quest_k10_01_rubin.bin,OK_ROUNDTRIP,,11608,11608,
quest_k10_01_soldier.bin,OK_ROUNDTRIP,,6591,6591,
quest_k10_01_wastedmale.bin,OK_ROUNDTRIP,,11025,11025,
quest_k10_01_wastedmale_free.bin,LIFT_ERROR,unstructured Jump at 0x29d -> 0x2b1,14250,0,
quest_k10_01_wastedmale_u.bin,LIFT_ERROR,JumpB target 0xb4 not in current body,16628,0,
quest_k11_01.bin,OK_ROUNDTRIP,,6138,6138,
quest_k11_01_andrei.bin,OK_ROUNDTRIP,,9715,9715,
quest_k11_01_burah.bin,OK_ROUNDTRIP,,12056,12056,
quest_k11_01_cutscene.bin,OK_ROUNDTRIP,,3414,3414,
quest_k11_01_danko.bin,OK_ROUNDTRIP,,13364,13364,
quest_k11_01_kabak_officer.bin,OK_ROUNDTRIP,,8368,8368,
quest_k11_01_kabak_soldier.bin,OK_ROUNDTRIP,,8368,8368,
quest_k11_01_officer.bin,OK_ROUNDTRIP,,8928,8928,
quest_k11_01_officer_agony.bin,BIN_MISMATCH,,4960,4960,0xa6f
quest_k11_01_soldier.bin,OK_ROUNDTRIP,,8805,8805,
quest_k12_01.bin,OK_ROUNDTRIP,,15351,15351,
quest_k12_01_aglaja.bin,OK_ROUNDTRIP,,6723,6723,
quest_k12_01_birdmask_s.bin,OK_ROUNDTRIP,,9217,9217,
quest_k12_01_birdmask_t.bin,OK_ROUNDTRIP,,11719,11719,
quest_k12_01_block.bin,OK_ROUNDTRIP,,11375,11375,
quest_k12_01_burah.bin,OK_ROUNDTRIP,,6531,6531,
quest_k12_01_danko.bin,OK_ROUNDTRIP,,6543,6543,
quest_k12_01_hidden_room_cutscene.bin,OK_ROUNDTRIP,,1821,1821,
quest_k12_01_klara2.bin,OK_ROUNDTRIP,,6507,6507,
quest_k12_01_littleboy.bin,OK_ROUNDTRIP,,6614,6614,
quest_k12_01_littlegirl.bin,OK_ROUNDTRIP,,6614,6614,
quest_k12_01_sobor_cutscene.bin,BIN_MISMATCH,,3085,3097,0x3e5
quest_k12_01_tbirdmask.bin,OK_ROUNDTRIP,,8663,8663,
quest_k12_01_theater_cutscene.bin,OK_ROUNDTRIP,,1809,1809,
quest_k12_01_twhitemask.bin,OK_ROUNDTRIP,,9295,9295,
quest_k1_01.bin,OK_ROUNDTRIP,,7805,7805,
quest_k1_01_agony.bin,BIN_MISMATCH,,4520,4520,0x8b7
quest_k1_01_birdmask.bin,OK_ROUNDTRIP,,8740,8740,
quest_k1_01_cutscene.bin,OK_ROUNDTRIP,,2257,2257,
quest_k1_01_danko.bin,OK_ROUNDTRIP,,9654,9654,
quest_k1_01_doberman.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t3::init"")""",13134,0,
quest_k1_01_dohodyaga.bin,OK_ROUNDTRIP,,11685,11685,
quest_k1_01_grabitel.bin,LIFT_ERROR,JumpB target 0x16f not in current body,21900,0,
quest_k1_01_katerina.bin,OK_ROUNDTRIP,,12813,12813,
quest_k1_01_statist.bin,OK_ROUNDTRIP,,3008,3008,
quest_k1_01_whitemask.bin,OK_ROUNDTRIP,,8245,8245,
quest_k1_01_worker.bin,OK_ROUNDTRIP,,3265,3265,
quest_k2_03.bin,OK_ROUNDTRIP,,2192,2192,
quest_k2_03_arfist.bin,OK_ROUNDTRIP,,8638,8638,
quest_k2_03_danko.bin,OK_ROUNDTRIP,,8754,8754,
quest_k3_04.bin,OK_ROUNDTRIP,,2879,2879,
quest_k3_04_boy.bin,LIFT_ERROR,unstructured Jump at 0x226 -> 0x23a,14692,0,
quest_k3_04_burah.bin,OK_ROUNDTRIP,,12757,12757,
quest_k3_04_danko.bin,OK_ROUNDTRIP,,15615,15615,
quest_k4_01.bin,OK_ROUNDTRIP,,5548,5548,
quest_k4_01_britva.bin,OK_ROUNDTRIP,,7445,7445,
quest_k4_01_britva_attack.bin,LIFT_ERROR,JumpB target 0x35a not in current body,16436,0,
quest_k4_01_cutscene.bin,OK_ROUNDTRIP,,1729,1729,
quest_k4_01_grabitel.bin,LIFT_ERROR,JumpB target 0x29e not in current body,22985,0,
quest_k4_01_grabitel_e.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t3::init"")""",12114,0,
quest_k4_01_meshok.bin,OK_ROUNDTRIP,,2289,2289,
quest_k4_02.bin,OK_ROUNDTRIP,,3068,3068,
quest_k4_02_birdmask.bin,OK_ROUNDTRIP,,10713,10713,
quest_k4_02_mark.bin,OK_ROUNDTRIP,,10562,10562,
quest_k4_02_prophet.bin,OK_ROUNDTRIP,,9723,9723,
quest_k4_03.bin,OK_ROUNDTRIP,,1814,1814,
quest_k4_03_burah.bin,OK_ROUNDTRIP,,10712,10712,
quest_k5_02.bin,OK_ROUNDTRIP,,2310,2310,
quest_k5_02_kabatchik.bin,OK_ROUNDTRIP,,9421,9421,
quest_k5_02_patrol.bin,OK_ROUNDTRIP,,3010,3010,
quest_k5_03.bin,LIFT_ERROR,task-var index 1 >= task-var count 0,4468,0,
quest_k5_03_albinos.bin,LIFT_ERROR,unstructured Jump at 0x2f7 -> 0x30b,18013,0,
quest_k5_03_enemy.bin,LIFT_ERROR,JumpB target 0x280 not in current body,34065,0,
quest_k5_04.bin,OK_ROUNDTRIP,,6353,6353,
quest_k5_04_sobor_boy.bin,OK_ROUNDTRIP,,2339,2339,
quest_k5_04_sobor_girl.bin,OK_ROUNDTRIP,,6015,6015,
quest_k5_04_sobor_guard_patrol.bin,OK_ROUNDTRIP,,10612,10612,
quest_k5_04_sobor_guard_wasted.bin,OK_ROUNDTRIP,,10612,10612,
quest_k5_04_sobor_nudegirl.bin,OK_ROUNDTRIP,,6015,6015,
quest_k5_04_sobor_salesman.bin,OK_ROUNDTRIP,,6015,6015,
quest_k5_04_sobor_unosha.bin,OK_ROUNDTRIP,,6015,6015,
quest_k5_04_sobor_wasted_woman.bin,OK_ROUNDTRIP,,6015,6015,
quest_k5_04_sobor_woman.bin,OK_ROUNDTRIP,,6015,6015,
