name,status,detail,size_orig,size_compiled,first_diff_offset
quest_k5_04_sobor_worker.bin,OK_ROUNDTRIP,,6015,6015,
quest_k6_01.bin,OK_ROUNDTRIP,,7682,7682,
quest_k6_01_danko.bin,OK_ROUNDTRIP,,11403,11403,
quest_k6_03.bin,LIFT_ERROR,task-var index 0 >= task-var count 0,3824,0,
quest_k6_03_albinos.bin,LIFT_ERROR,unstructured Jump at 0x32c -> 0x340,18553,0,
quest_k6_03_bomber.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t1::init"")""",20433,0,
quest_k7_01.bin,OK_ROUNDTRIP,,4271,4271,
quest_k7_01_birdmask.bin,BIN_MISMATCH,,12977,12970,0x6bd
quest_k7_01_burah.bin,OK_ROUNDTRIP,,19829,19829,
quest_k7_01_danko.bin,OK_ROUNDTRIP,,20127,20127,
quest_k7_02.bin,OK_ROUNDTRIP,,1647,1647,
quest_k7_02_gatherer.bin,OK_ROUNDTRIP,,8900,8900,
quest_k7_03.bin,OK_ROUNDTRIP,,1927,1927,
quest_k7_03_daughter.bin,OK_ROUNDTRIP,,3010,3010,
quest_k7_03_father.bin,OK_ROUNDTRIP,,9099,9099,
quest_k7_03_son.bin,OK_ROUNDTRIP,,3010,3010,
quest_k8_01.bin,OK_ROUNDTRIP,,1358,1358,
quest_k9_01.bin,OK_ROUNDTRIP,,3159,3159,
quest_k9_01_burah.bin,OK_ROUNDTRIP,,12110,12110,
quest_k9_01_danko.bin,OK_ROUNDTRIP,,11393,11393,
quest_k9_01_littleboy.bin,OK_ROUNDTRIP,,9330,9330,
quest_k9_01_littlegirl.bin,OK_ROUNDTRIP,,9607,9607,
rat.bin,LIFT_ERROR,JumpB target 0x206 not in current body,13245,0,
rat_big.bin,LIFT_ERROR,JumpB target 0x206 not in current body,14357,0,
rat_indoor.bin,LIFT_ERROR,JumpB target 0x206 not in current body,13311,0,
rat_race.bin,BIN_MISMATCH,,2661,2309,0x13
rats_manager.bin,LIFT_ERROR,unstructured Jump at 0x614 -> 0x62e,19146,0,
ricochet.bin,OK_ROUNDTRIP,,659,659,
rifle_smoke.bin,OK_ROUNDTRIP,,773,773,
rubbish_bin.bin,OK_ROUNDTRIP,,1333,1333,
salesman.bin,OK_ROUNDTRIP,,14755,14755,
salesman_kabak.bin,OK_ROUNDTRIP,,5611,5611,
sanitar_stationary.bin,LIFT_ERROR,unstructured Jump at 0xa0 -> 0x7d,18486,0,
sanitar_wanderer.bin,LIFT_ERROR,unstructured Jump at 0x4fc -> 0x4bd,27763,0,
scene_boiny.bin,OK_ROUNDTRIP,,1948,1948,
scene_boiny_arena.bin,OK_ROUNDTRIP,,2188,2188,
scene_boiny_danko.bin,OK_ROUNDTRIP,,312,312,
scene_cot_kapella.bin,OK_ROUNDTRIP,,1088,1088,
scene_cot_maria_burah.bin,OK_ROUNDTRIP,,823,823,
scene_cot_viktor.bin,OK_ROUNDTRIP,,1088,1088,
scene_crypt2.bin,OK_ROUNDTRIP,,401,401,
scene_eva_burah.bin,OK_ROUNDTRIP,,1149,1149,
scene_eva_danko.bin,OK_ROUNDTRIP,,2203,2203,
scene_eva_klara.bin,OK_ROUNDTRIP,,1435,1435,
scene_factory2_klara.bin,OK_ROUNDTRIP,,823,823,
scene_factory_burah.bin,OK_ROUNDTRIP,,320,320,
scene_factory_danko.bin,OK_ROUNDTRIP,,897,897,
scene_factory_klara.bin,OK_ROUNDTRIP,,95,95,
scene_hidden_room_burah.bin,OK_ROUNDTRIP,,423,423,
scene_hidden_room_danko.bin,OK_ROUNDTRIP,,423,423,
scene_hidden_room_klara.bin,OK_ROUNDTRIP,,423,423,
scene_horror.bin,OK_ROUNDTRIP,,1681,1681,
scene_house_kapella_burah.bin,OK_ROUNDTRIP,,1159,1159,
scene_house_kapella_danko.bin,OK_ROUNDTRIP,,839,839,
scene_house_kapella_klara.bin,OK_ROUNDTRIP,,839,839,
scene_house_mladvlad_burah.bin,SCOMP_ERROR,"Error during compilation: ""Function ""f_15_a0_v@0"" not found (compiling: ""t0::OnLoad"")""",856,0,
scene_house_mladvlad_danko.bin,OK_ROUNDTRIP,,1164,1164,
scene_house_mladvlad_klara.bin,SCOMP_ERROR,"Error during compilation: ""Function ""f_15_a0_v@0"" not found (compiling: ""t0::OnLoad"")""",856,0,
scene_house_petr_burah.bin,OK_ROUNDTRIP,,815,815,
scene_house_petr_danko.bin,OK_ROUNDTRIP,,318,318,
scene_house_spi4ka_burah.bin,OK_ROUNDTRIP,,831,831,
scene_house_spi4ka_danko.bin,OK_ROUNDTRIP,,831,831,
scene_house_spi4ka_klara.bin,OK_ROUNDTRIP,,831,831,
scene_k2system_burah.bin,OK_ROUNDTRIP,,2411,2411,
scene_k2system_danko.bin,OK_ROUNDTRIP,,2435,2435,
scene_kabak_burah.bin,BIN_MISMATCH,,4741,4747,0x417
scene_kabak_danko.bin,BIN_MISMATCH,,4253,4259,0x3c7
scene_kabak_klara.bin,BIN_MISMATCH,,4253,4259,0x3c7
scene_katerina_danko.bin,OK_ROUNDTRIP,,846,846,
scene_mnogogrannik.bin,OK_ROUNDTRIP,,2626,2626,
scene_mnogogrannik_han_burah.bin,OK_ROUNDTRIP,,807,807,
scene_mnogogrannik_han_danko.bin,OK_ROUNDTRIP,,807,807,
scene_mnogogrannik_han_klara.bin,OK_ROUNDTRIP,,807,807,
scene_nailed.bin,LIFT_ERROR,JumpB target 0x1a2 not in current body,5779,0,
scene_nailed_hunter.bin,LIFT_ERROR,JumpB target 0x209 not in current body,7153,0,
scene_normal.bin,LIFT_ERROR,JumpB target 0x295 not in current body,8691,0,
scene_s_house5_unoin03r.bin,OK_ROUNDTRIP,,1922,1922,
scene_s_house7_03.bin,OK_ROUNDTRIP,,2072,2072,
scene_sobor_burah.bin,OK_ROUNDTRIP,,1645,1645,
scene_sobor_danko.bin,OK_ROUNDTRIP,,1645,1645,
scene_sobor_klara.bin,OK_ROUNDTRIP,,1751,1751,
scene_sobor_trup.bin,OK_ROUNDTRIP,,2398,2398,
scene_storojka_burah.bin,OK_ROUNDTRIP,,1052,1052,
scene_storojka_danko.bin,OK_ROUNDTRIP,,823,823,
scene_storojka_klara.bin,OK_ROUNDTRIP,,823,823,
scene_termitnik.bin,LIFT_ERROR,JumpB target 0xff not in current body,3996,0,
scene_termitnik2_burah.bin,OK_ROUNDTRIP,,113,113,
scene_termitnik2_danko.bin,OK_ROUNDTRIP,,113,113,
scene_termitnik2_klara.bin,OK_ROUNDTRIP,,340,340,
scene_termitnik_mat_burah.bin,OK_ROUNDTRIP,,1609,1609,
scene_termitnik_mat_danko.bin,OK_ROUNDTRIP,,1609,1609,
scene_termitnik_mat_danko1.bin,OK_ROUNDTRIP,,201,201,
scene_termitnik_mat_klara.bin,OK_ROUNDTRIP,,1609,1609,
scene_theater_burah.bin,OK_ROUNDTRIP,,2381,2381,
scene_theater_danko.bin,OK_ROUNDTRIP,,2381,2381,
scene_theater_final.bin,OK_ROUNDTRIP,,1570,1570,
scene_theater_klara.bin,OK_ROUNDTRIP,,2446,2446,
scene_uprava.bin,OK_ROUNDTRIP,,316,316,
scene_uprava_admin_army_danko.bin,OK_ROUNDTRIP,,1077,1077,
scene_warehouse_gangster.bin,OK_ROUNDTRIP,,415,415,
scene_warehouse_rats_race.bin,OK_ROUNDTRIP,,706,706,
scene_warehouse_rubin_burah.bin,OK_ROUNDTRIP,,1062,1062,
scene_warehouse_rubin_danko.bin,OK_ROUNDTRIP,,1062,1062,
scene_warehouse_rubin_klara.bin,OK_ROUNDTRIP,,1062,1062,
sdoor.bin,OK_ROUNDTRIP,,906,906,
sdoor_key.bin,OK_ROUNDTRIP,,1169,1169,
servant.bin,OK_ROUNDTRIP,,2128,2128,
sobor_whitemask.bin,OK_ROUNDTRIP,,354,354,
soldier_fire.bin,OK_ROUNDTRIP,,333,333,
soldier_marauder.bin,LIFT_ERROR,unstructured Jump at 0x1a8 -> 0x1bc,11508,0,
soldier_stationary.bin,SCOMP_ERROR,"Error during compilation: ""Variable ""_null_obj"" not found (compiling: ""t0::init"")""",21459,0,
sound.bin,OK_ROUNDTRIP,,2036,2036,
splash_object_wo_pf.bin,OK_ROUNDTRIP,,184,184,
stationary_static_dis.bin,OK_ROUNDTRIP,,856,856,
test_lsh.bin,OK_ROUNDTRIP,,829,829,
torch.bin,OK_ROUNDTRIP,,726,726,
trigger_actor.bin,OK_ROUNDTRIP,,463,463,
trigger_door.bin,OK_ROUNDTRIP,,1344,1344,
trigger_fire_damage.bin,BIN_MISMATCH,,3094,3084,0x225
trigger_idoor.bin,OK_ROUNDTRIP,,1085,1085,
trigger_scene.bin,OK_ROUNDTRIP,,322,322,
trigger_tower.bin,OK_ROUNDTRIP,,693,693,
tutorial_mask1.bin,OK_ROUNDTRIP,,8017,8017,
tutorial_mask2.bin,OK_ROUNDTRIP,,7901,7901,
ui_agony.bin,BIN_MISMATCH,,5767,5774,0x259
ui_agony_text.bin,OK_ROUNDTRIP,,358,358,
ui_apparatus.bin,BIN_MISMATCH,,9699,9731,0x3c5
ui_apparatus_io_slot.bin,OK_ROUNDTRIP,,960,960,
ui_button.bin,OK_ROUNDTRIP,,458,458,
ui_checkbox.bin,OK_ROUNDTRIP,,487,487,
ui_choose_pers.bin,OK_ROUNDTRIP,,6473,6473,
ui_chooseitem.bin,BIN_MISMATCH,,1140,1146,0x118
ui_container.bin,BIN_MISMATCH,,7628,7687,0x3a6
ui_container_slot.bin,OK_ROUNDTRIP,,982,982,
ui_corpse_container.bin,BIN_MISMATCH,,9813,9907,0x3db
ui_corpse_slot.bin,OK_ROUNDTRIP,,987,987,
ui_corpse_tool.bin,OK_ROUNDTRIP,,640,640,
ui_cursor.bin,OK_ROUNDTRIP,,137,137,
ui_dapparatus.bin,BIN_MISMATCH,,10183,10209,0x454
ui_daychange.bin,OK_ROUNDTRIP,,5000,5000,
ui_daychangereal.bin,OK_ROUNDTRIP,,1359,1359,
ui_dialog.bin,OK_ROUNDTRIP,,160,160,
ui_dialog_bphoto.bin,OK_ROUNDTRIP,,427,427,
ui_dialog_btext.bin,OK_ROUNDTRIP,,958,958,
ui_dialog_history.bin,BIN_MISMATCH,,2686,2709,0x1a1
ui_dialog_photo.bin,OK_ROUNDTRIP,,571,571,
ui_dialog_text.bin,OK_ROUNDTRIP,,3363,3363,
ui_dialog_title.bin,OK_ROUNDTRIP,,523,523,
ui_diary.bin,OK_ROUNDTRIP,,1126,1126,
ui_diary_text.bin,BIN_MISMATCH,,2049,2061,0x12b
ui_dream.bin,OK_ROUNDTRIP,,2996,2996,
ui_dream_button.bin,OK_ROUNDTRIP,,560,560,
ui_dream_progress.bin,OK_ROUNDTRIP,,651,651,
ui_dream_time.bin,OK_ROUNDTRIP,,1006,1006,
ui_dynamic_text.bin,OK_ROUNDTRIP,,456,456,
ui_editbox.bin,OK_ROUNDTRIP,,2144,2144,
ui_game.bin,OK_ROUNDTRIP,,7008,7008,
ui_game_button.bin,OK_ROUNDTRIP,,339,339,
ui_game_button_highlight.bin,OK_ROUNDTRIP,,384,384,
ui_game_button_highlight1.bin,OK_ROUNDTRIP,,635,635,
ui_game_button_simple.bin,OK_ROUNDTRIP,,210,210,
ui_game_min.bin,OK_ROUNDTRIP,,176,176,
ui_game_pers_choose.bin,OK_ROUNDTRIP,,461,461,
ui_gameover.bin,OK_ROUNDTRIP,,6479,6479,
ui_gameover_beda.bin,OK_ROUNDTRIP,,6545,6545,
ui_gameover_beda_chudo.bin,OK_ROUNDTRIP,,1136,1136,
ui_gameover_credits.bin,OK_ROUNDTRIP,,6438,6438,
ui_gameover_fail.bin,OK_ROUNDTRIP,,6489,6489,
ui_gameover_smirennik.bin,OK_ROUNDTRIP,,6549,6549,
ui_gameover_smirennik_chudo.bin,OK_ROUNDTRIP,,1140,1140,
ui_gameover_termit.bin,OK_ROUNDTRIP,,6549,6549,
ui_gameover_termit_chudo.bin,OK_ROUNDTRIP,,1140,1140,
ui_gameover_utopist.bin,OK_ROUNDTRIP,,6545,6545,
ui_gameover_utopist_chudo.bin,OK_ROUNDTRIP,,1136,1136,
ui_ingame.bin,OK_ROUNDTRIP,,6405,6405,
ui_intro.bin,OK_ROUNDTRIP,,3804,3804,
ui_intro_picture.bin,OK_ROUNDTRIP,,1026,1026,
ui_inv_money_slot.bin,OK_ROUNDTRIP,,555,555,
ui_inv_slot.bin,OK_ROUNDTRIP,,1342,1342,
ui_inventory.bin,BIN_MISMATCH,,6267,6325,0x333
ui_inventory_time.bin,OK_ROUNDTRIP,,1024,1024,
ui_key_action_list.bin,BIN_MISMATCH,,7424,7418,0x37c
ui_load.bin,LIFT_ERROR,JumpB target 0x40 not in current body,6166,0,
ui_map.bin,BIN_MISMATCH,,10419,10701,0x684
ui_map_tavro.bin,OK_ROUNDTRIP,,681,681,
ui_message.bin,OK_ROUNDTRIP,,1154,1154,
ui_message_text.bin,BIN_MISMATCH,,4405,4418,0x15a
ui_microscope.bin,BIN_MISMATCH,,5100,5159,0x309
ui_microscope_video.bin,OK_ROUNDTRIP,,1468,1468,
ui_options.bin,OK_ROUNDTRIP,,4162,4162,
ui_options_page_audio.bin,OK_ROUNDTRIP,,545,545,
ui_options_page_controls.bin,OK_ROUNDTRIP,,385,385,
ui_options_page_video.bin,OK_ROUNDTRIP,,385,385,
ui_people.bin,OK_ROUNDTRIP,,311,311,
ui_people_text.bin,OK_ROUNDTRIP,,13805,13805,
ui_player_stat_text.bin,OK_ROUNDTRIP,,456,456,
ui_player_stats.bin,OK_ROUNDTRIP,,2353,2353,
ui_player_stats_bar.bin,OK_ROUNDTRIP,,728,728,
ui_player_stats_name.bin,OK_ROUNDTRIP,,728,728,
ui_player_stats_photo.bin,OK_ROUNDTRIP,,584,584,
ui_player_stats_time.bin,OK_ROUNDTRIP,,954,954,
ui_playerstat.bin,LIFT_ERROR,unstructured Jump at 0x385 -> 0x3ff,12123,0,
ui_playerstat1.bin,OK_ROUNDTRIP,,6773,6773,
ui_playerstat_simple.bin,OK_ROUNDTRIP,,752,752,
ui_repair.bin,OK_ROUNDTRIP,,3422,3422,
ui_repair1.bin,BIN_MISMATCH,,1426,1432,0x16f
ui_repair_slot.bin,OK_ROUNDTRIP,,1237,1237,
ui_save.bin,LIFT_ERROR,JumpB target 0x46 not in current body,6259,0,
ui_scrollbar.bin,LIFT_ERROR,subblock unbalanced stack: depth 1 -> 2,2458,0,
ui_scrollbar_button.bin,OK_ROUNDTRIP,,339,339,
ui_scrollbar_hor.bin,LIFT_ERROR,subblock unbalanced stack: depth 1 -> 2,2458,0,
ui_tab_button.bin,OK_ROUNDTRIP,,503,503,
ui_tooltip_cursor.bin,BIN_MISMATCH,,14001,14008,0x419
ui_tooltip_map_cursor.bin,BIN_MISMATCH,,12787,12794,0x3e8
ui_trade.bin,BIN_MISMATCH,,18140,18104,0x4e8
ui_trade_1024x768.bin,BIN_MISMATCH,,18238,18202,0x4f0
ui_trade_1280x1024.bin,BIN_MISMATCH,,18238,18202,0x4f0
ui_trade_800x600.bin,BIN_MISMATCH,,18238,18202,0x4f0
ui_trade_button.bin,OK_ROUNDTRIP,,376,376,
ui_trade_buy_slot.bin,OK_ROUNDTRIP,,1485,1485,
ui_trade_money_slot.bin,OK_ROUNDTRIP,,300,300,
ui_trade_sell_slot.bin,OK_ROUNDTRIP,,1594,1594,
ui_visir_level.bin,OK_ROUNDTRIP,,280,280,
ui_wheel_redirector.bin,OK_ROUNDTRIP,,148,148,
urna.bin,OK_ROUNDTRIP,,958,958,
volonteer_birdmask.bin,OK_ROUNDTRIP,,21195,21195,
volonteers_burah.bin,BIN_MISMATCH,,29327,29351,0xd87
volonteers_danko.bin,BIN_MISMATCH,,29370,29394,0xd87
volonteers_klara.bin,BIN_MISMATCH,,29413,29437,0xd87
wanderer_retreat.bin,LIFT_ERROR,unstructured Jump at 0x314 -> 0x328,15979,0,
weapon_shot.bin,OK_ROUNDTRIP,,830,830,
weather.bin,OK_ROUNDTRIP,,8219,8219,
weather1.bin,OK_ROUNDTRIP,,5790,5790,
world_burah.bin,BIN_MISMATCH,,146904,146985,0x4ad7
world_danko.bin,BIN_MISMATCH,,148864,148945,0x52cf
world_final.bin,LIFT_ERROR,task-var index 0 >= task-var count 0,1595,0,
world_intro.bin,BIN_MISMATCH,,1118,1125,0x1ba
world_klara.bin,BIN_MISMATCH,,128351,128432,0x401a
world_min.bin,OK_ROUNDTRIP,,360,360,
